wkt_geom;fid;id_parcelle;id_observateur;year;doy_lambda;lambda;longitude;latitude
Point (664690.94650050543714315 6230194.03737925179302692);24;c6e1d377-cd82-d749-80c7-5d47b545244c;778efb764234e976;2020;193.52225565520536;0.09553977985007772;664690.9465005054;6230194.037379252
Point (666676.46299217827618122 6231073.60813473351299763);25;7415b09b-59f1-b028-f9df-42a2111ca1e9;778efb764234e976;2020;198.27883603238163;0.05668651340571158;666676.4629921783;6231073.6081347335
Point (666676.2568958941847086 6231015.99028993304818869);26;5d140858-c87d-1b7c-4984-3508332847bb;9950c22737a118b0;2020;199.40475493234345;0.06421853755266613;666676.2568958942;6231015.990289933
Point (664665.327664545038715 6230165.29873680043965578);27;3a06700e-396e-d712-bb10-8df047b02b94;778efb764234e976;2020;192.66582233547135;0.08983105221658289;664665.327664545;6230165.2987368
Point (664777.68851734208874404 6230209.33728310279548168);28;3efb5a22-9295-a645-a130-64eb50e0a51d;778efb764234e976;2020;193.37093485011493;0.10980545922191559;664777.6885173421;6230209.337283103
Point (840256.21025616873521358 6455885.67444451432675123);29;9dfa6051-a81e-f3c3-5a0a-08e641945543;0b53250aaebef3cf;2020;202.23322272705326;0.08874020888490104;840256.2102561687;6455885.674444514
Point (664722.06369540689047426 6230224.68113668356090784);30;59a558b5-b58d-ee46-abd2-2ac4905b6706;778efb764234e976;2020;194.39641117302594;0.11954893388605022;664722.0636954069;6230224.681136684
Point (664676.41477259574458003 6230202.52481601387262344);31;ccf8bd24-d108-a592-037f-4191b82c9f26;778efb764234e976;2020;193.6499697959373;0.10975811817594194;664676.4147725957;6230202.524816014
Point (695020.14922345010563731 6201066.75351510383188725);32;5ceaf292-88ea-c2c0-6417-08c1874fe55b;453297b8f39461b3;2020;234.4340873687319;0.03284216085098329;695020.1492234501;6201066.753515104
Point (664684.54927177412901074 6230169.71360859367996454);33;b73829a8-cd06-878e-7235-dbfc637d39e4;778efb764234e976;2020;193.83519974696082;0.11196347095068923;664684.5492717741;6230169.713608594
Point (664832.43812306900508702 6230200.92782306019216776);34;2069db2c-c183-a922-d7cf-8c0df2fefc9f;778efb764234e976;2020;193.0956209523593;0.11151441706824662;664832.438123069;6230200.92782306
Point (664641.91403828514739871 6230189.69585962407290936);35;b71f4762-f605-6dc6-fe1e-d818cb901f82;778efb764234e976;2020;193.20324363246172;0.10773594585875594;664641.9140382851;6230189.695859624
Point (666696.69098147074691951 6231052.50759703107178211);36;6713d37a-8c08-fff6-438a-f92fc680f484;9950c22737a118b0;2020;198.97745458703062;0.05252065140105883;666696.6909814707;6231052.507597031
Point (664995.07475860812701285 6230290.52387633081525564);37;90847c1c-9caa-ed02-409a-7e0ea28cddb4;778efb764234e976;2020;193.27203176589632;0.11078993683408246;664995.0747586081;6230290.523876331
Point (664709.49645867827348411 6230224.2155149606987834);38;939f5096-cbee-0773-820c-b83745af5cbc;9950c22737a118b0;2020;193.72082985817573;0.124046329962697;664709.4964586783;6230224.215514961
Point (666669.77835705829784274 6231063.24496024195104837);39;5be9aa28-944d-8f4d-d87c-124c7f193633;9950c22737a118b0;2020;202.13283455331373;0.05439271617483389;666669.7783570583;6231063.244960242
Point (666523.11437208810821176 6230978.16834794171154499);40;7a899f4c-0d13-eb2a-7172-dc4146e028fb;778efb764234e976;2020;198.6075881856999;0.06098058107883774;666523.1143720881;6230978.168347942
Point (839382.77269395801704377 6455649.86175081040710211);41;cfbf34c8-954a-2619-7597-2a67853378a4;0b53250aaebef3cf;2020;209.35124912417845;0.08164462236556198;839382.772693958;6455649.86175081
Point (666498.37064535531681031 6230937.6814741063863039);45;102226c8-5c24-b9fa-fbd8-98d5e3004f6d;9950c22737a118b0;2020;198.34285046814182;0.06703572933390714;666498.3706453553;6230937.681474106
Point (664824.49947225267533213 6230208.52252124063670635);46;0b783baa-d332-152a-b716-f8f6d92f35ed;778efb764234e976;2020;194.6532365930063;0.11985176602617323;664824.4994722527;6230208.522521241
Point (666696.20318414422217757 6231027.64350197929888964);47;230bc508-c463-262f-8fbf-e6f954588f04;9950c22737a118b0;2020;198.6042394949904;0.057413029003149776;666696.2031841442;6231027.643501979
Point (666661.41366724844556302 6231054.29640776850283146);49;3c641137-f94a-8524-7b57-a1fc7a4f6663;9950c22737a118b0;2020;200.13583700380423;0.05417106696045803;666661.4136672484;6231054.2964077685
Point (664770.81564391194842756 6230190.26017814129590988);50;b344c79f-0f46-0a95-b42c-daad7dbad4e7;778efb764234e976;2020;193.5800216401726;0.10986739837622622;664770.815643912;6230190.260178141
Point (709579.25654333655256778 6229484.42472989298403263);51;6f356ae6-8686-47e5-2d32-26caf064518c;29ff46b8-31eb-456e-9cec-147fb6e7e941;2020;317.5371659602679;0.011794134534088504;709579.2565433366;6229484.424729893
Point (664711.11652672081254423 6230185.64810904953628778);52;5ed4b77b-75c4-74c4-603d-8350c5590328;778efb764234e976;2020;192.7033716700485;0.1013302056375505;664711.1165267208;6230185.64810905
Point (666714.08379137283191085 6231009.42254248354583979);53;dcb7d661-6307-e752-3bde-a5be14243f07;9950c22737a118b0;2020;200.5337934362719;0.05925917316454005;666714.0837913728;6231009.422542484
Point (666694.14737634942866862 6231034.65085375122725964);54;58dab795-787e-8564-f80e-a2385e103357;9950c22737a118b0;2020;199.63895085408484;0.05878443029001065;666694.1473763494;6231034.650853751
Point (666750.85628859326243401 6231025.59302787855267525);55;79aa0775-ce1d-4310-20af-b061c69f3fe9;9950c22737a118b0;2020;196.7032936092697;0.052375702669597346;666750.8562885933;6231025.593027879
Point (666662.62272373831365258 6231058.10295565612614155);56;63f7a324-b555-b5d9-5c8c-c9b2b7ba070d;9950c22737a118b0;2020;200.0000004713875;0.05274274673336585;666662.6227237383;6231058.102955656
Point (666710.75928389513865113 6231029.86520187463611364);57;943f6980-c650-78d7-61fb-8ccadf0a8030;9950c22737a118b0;2020;198.9425241140859;0.055535065651980325;666710.7592838951;6231029.865201875
Point (666668.74343266757205129 6231023.14867589343339205);58;293ea34f-68f1-5449-3227-3e8aec48324c;9950c22737a118b0;2020;199.4048647116108;0.06614796395307714;666668.7434326676;6231023.148675893
Point (664689.54423247708473355 6230192.22729885205626488);59;1cfaba01-3ccc-c53f-af23-94c6a49fbe22;778efb764234e976;2020;193.78096683575558;0.09382345917605324;664689.5442324771;6230192.227298852
Point (664747.82205711491405964 6230193.29341449588537216);60;db7fe429-fde6-6a9a-60bf-1161ab983f50;778efb764234e976;2020;193.87637785658984;0.10342406200779947;664747.8220571149;6230193.293414496
Point (664760.69989174604415894 6230196.07900914549827576);61;f3ca3d3f-822d-d748-abb7-3a248d9019f3;778efb764234e976;2020;192.8339538491655;0.10320782623516572;664760.699891746;6230196.0790091455
Point (664681.969177381019108 6230177.39504738058894873);62;5597101e-2994-654e-39fe-741b266b1156;778efb764234e976;2020;194.27424561820166;0.10837954391059117;664681.969177381;6230177.395047381
Point (664828.48474270140286535 6230195.94594450015574694);63;60cab7ce-e7b0-fe29-b1d1-9d566003b970;778efb764234e976;2020;192.03748965020543;0.10244305592861902;664828.4847427014;6230195.9459445
Point (636959.62893589120358229 6236734.66636698693037033);64;a4c5e793-4f1a-da04-5b13-e1b28f808529;60f4d4ae81afb419;2020;204.8714189905541;0.0525294692682328;636959.6289358912;6236734.666366987
Point (687325.46357681567315012 6227866.53119008708745241);65;9dda4fcd-8bfc-c5c1-3e0d-d213b76e614d;29ff46b8-31eb-456e-9cec-147fb6e7e941;2020;200.00740216815484;0.0012394338348969535;687325.4635768157;6227866.531190087
Point (666675.24241833330597728 6231057.47967636864632368);66;69e2882d-8521-d023-8a70-d41c1e103c62;9950c22737a118b0;2020;198.88087239787757;0.05523098493380603;666675.2424183333;6231057.479676369
Point (666702.75474552193190902 6231004.88847173843532801);67;ab9f95f7-c566-ab3e-db5f-4ea8feb28df6;9950c22737a118b0;2020;199.2377691718475;0.060418761246199326;666702.7547455219;6231004.888471738
Point (696582.37600751756690443 6210913.98606141097843647);68;4cd2aebb-b4a1-b83c-adec-085d9777e602;453297b8f39461b3;2020;207.04734455706463;0.04276997156604689;696582.3760075176;6210913.986061411
Point (666692.88650599820539355 6231039.86605441197752953);69;9b080919-93fa-baed-0146-c3c8d1377635;9950c22737a118b0;2020;198.7172312482076;0.056164145974684776;666692.8865059982;6231039.866054412
Point (664655.64520796190481633 6230171.3995455838739872);70;1b56c899-b050-56a0-a1b6-64ca2d6018b6;778efb764234e976;2020;193.2520320122079;0.10949671973318388;664655.6452079619;6230171.399545584
Point (839728.89637076342478395 6459180.22171097900718451);71;9d14711b-cfbd-470d-6b2b-9f4a1edcaee0;0b53250aaebef3cf;2020;211.4826491228122;0.05225621471615935;839728.8963707634;6459180.221710979
Point (666705.73334858636371791 6231012.73072398826479912);72;c423ea25-c0c4-a477-9057-4802165e9a87;9950c22737a118b0;2020;200.39271388049775;0.04966351924993801;666705.7333485864;6231012.730723988
Point (664747.05152080836705863 6230187.97755162697285414);73;4c9fb9ec-c5de-0b46-e3fd-9e9eac17c9e0;778efb764234e976;2020;192.21549724951922;0.10673368333664943;664747.0515208084;6230187.977551627
Point (664675.45821184664964676 6230192.692072500474751);74;44e39773-1401-08c6-655a-0d46504bc4d6;778efb764234e976;2020;193.84274408870087;0.1041542031818136;664675.4582118466;6230192.6920725005
Point (636970.41882657434325665 6236893.87501377705484629);75;6b0a4660-dce9-dd72-6c54-e2453fd4ade0;60f4d4ae81afb419;2020;195.8776642531118;0.03608136801554825;636970.4188265743;6236893.875013777
Point (666688.10461534676142037 6231032.80296240653842688);76;65fc1666-cfc5-cf0c-e611-acf0dd0e9b3e;9950c22737a118b0;2020;199.90902170637779;0.05601971113832424;666688.1046153468;6231032.802962407
Point (788285.85297730716411024 6308454.61472531128674746);77;8259ace4-a128-506e-f4e9-b7ee6f1911ce;e4b46f9a-4c61-4869-ad2f-db3be4e2cb4e;2020;320.12961876870213;0.007200541345408979;788285.8529773072;6308454.614725311
Point (664733.31093572510872036 6230237.4055841863155365);78;c4d99b7a-c687-f90d-add3-ecce97d455c7;9950c22737a118b0;2020;192.62179758037996;0.10940158299920842;664733.3109357251;6230237.405584186
Point (666660.21859309647697955 6231048.7702695969492197);79;f28406a3-00f7-591d-e936-09599bf3cbd0;9950c22737a118b0;2020;199.99999562797532;0.057260110182612;666660.2185930965;6231048.770269597
Point (664764.33500156947411597 6230184.30458108149468899);80;b51839e9-96e7-6f36-bd8c-22be1e90f97f;778efb764234e976;2020;189.78046722357578;0.10058216544046326;664764.3350015695;6230184.3045810815
Point (666731.59628827578853816 6231011.91629716381430626);81;a49ad735-b6fe-41eb-e409-7fdddac10446;9950c22737a118b0;2020;200.76966740915455;0.05393677638562456;666731.5962882758;6231011.916297164
Point (708964.8538517237175256 6230151.87010211870074272);82;530c5080-64a7-b8ef-04f1-5e0d1e7bd2cb;29ff46b8-31eb-456e-9cec-147fb6e7e941;2020;221.79578863108654;0.0639937883148434;708964.8538517237;6230151.870102119
Point (664668.94614763197023422 6230177.55220389179885387);83;2576dff3-05d7-cec2-f716-a782c48ac85a;778efb764234e976;2020;194.91924858504416;0.10275760379186204;664668.946147632;6230177.552203892
Point (840144.18484951974824071 6464639.75762488972395658);84;8814453a-2802-d489-3f1f-5d7e54dc0421;0b53250aaebef3cf;2020;211.92629332080736;0.07396396431463612;840144.1848495197;6464639.75762489
Point (664799.26449707453139126 6230184.01687054056674242);85;2fe2e206-c72b-f055-79db-abe98cd2c722;778efb764234e976;2020;191.6878832563075;0.10083326309249407;664799.2644970745;6230184.016870541
Point (666689.76352606958243996 6231027.93632152397185564);86;a5eb9474-1c58-6c2a-8ae1-d0b1a0c892d6;9950c22737a118b0;2020;201.56542357921396;0.0601261430577304;666689.7635260696;6231027.936321524
Point (920075.48301788896787912 6283427.34617931768298149);87;c4a85ac7-3980-9b6b-1183-3c895fa9598d;cf8fd77a-2410-44cd-8285-cbbdc4fd3728;2020;219.90160494170087;0.05292827735926483;920075.483017889;6283427.346179318
Point (664647.69761151704005897 6230181.89804847911000252);88;6a681870-5bcf-0de2-7141-888ace691c9b;778efb764234e976;2020;194.26884263322432;0.10752992663117455;664647.697611517;6230181.898048479
Point (705992.87418717809487134 6224919.50094370730221272);89;dde629ac-911f-926c-d679-4fc6cdf22d65;a103c61adc27f8d4;2020;210.80556852712397;0.06256211576088835;705992.8741871781;6224919.500943707
Point (666703.75190712045878172 6231045.49342837370932102);90;ae4e22ee-f0c0-361e-ccbb-6f230b94b9e0;9950c22737a118b0;2020;197.9841576897649;0.055474441635137574;666703.7519071205;6231045.493428374
Point (664723.69230435451027006 6230214.13374438416212797);91;2289e0c8-18d5-d8f9-25e9-55052eb6f67d;778efb764234e976;2020;194.71087267823881;0.10338417467939208;664723.6923043545;6230214.133744384
Point (664745.38693004567176104 6230225.64249684289097786);92;7fbaf831-ce11-fc48-1a73-2d9bf6a5c31b;778efb764234e976;2020;190.9398814068645;0.10748811317844893;664745.3869300457;6230225.642496843
Point (696386.37162037717644125 6210767.44886949472129345);94;bd482257-ecb3-8962-6cce-15c6e293c88e;a55a14bf3d73ab57;2020;200.00555005604917;0.007635364619315953;696386.3716203772;6210767.448869495
Point (666698.90642550599295646 6231019.07317605242133141);95;db0f8137-c62d-5178-c9fc-cefb2b5ceee2;9950c22737a118b0;2020;199.0762560373811;0.05328479821384769;666698.906425506;6231019.073176052
Point (666702.1784827234223485 6231054.02285634912550449);96;3af8ce5e-cb15-03df-5ea9-6d9d6e83e5a9;9950c22737a118b0;2020;199.99999400736021;0.05173851326692738;666702.1784827234;6231054.022856349
Point (666690.17551032546907663 6231068.9831857280805707);97;3d68056d-3b0a-a17a-8192-c75e3dafc705;778efb764234e976;2020;199.10636400815932;0.05594960188778957;666690.1755103255;6231068.983185728
Point (666740.49735537962988019 6231033.28316541947424412);98;badba839-8eba-7f8d-20ab-88fd8d6f61ef;9950c22737a118b0;2020;196.87702043581078;0.05447587444944599;666740.4973553796;6231033.2831654195
Point (694981.4306678504217416 6201070.12961769476532936);99;0415b381-4d14-7b19-a140-d4cab4820630;453297b8f39461b3;2020;233.20394120475623;0.05160103902072921;694981.4306678504;6201070.129617695
Point (840648.3283480245154351 6466384.99500177148729563);100;e7162224-dc40-c72d-9191-e6277193d380;0b53250aaebef3cf;2020;219.45391630365742;0.06399625961736356;840648.3283480245;6466384.9950017715
Point (666668.90478262642864138 6231072.27591603342443705);101;db991cba-ebee-d00d-6604-2d0a11d9b09b;778efb764234e976;2020;200.74944406402003;0.061963654410576635;666668.9047826264;6231072.275916033
Point (666713.29240886494517326 6231041.64800722151994705);102;683a309c-275f-0c48-2932-45ae1573ddf5;9950c22737a118b0;2020;196.91929229378752;0.05142348940743587;666713.292408865;6231041.6480072215
Point (696375.18839490029495209 6210733.86358837597072124);103;4e24853b-d52b-c577-1068-76a00c804919;a55a14bf3d73ab57;2020;200.00244448900267;0.02628148308752779;696375.1883949003;6210733.863588376
Point (841445.7134931234177202 6459734.81470924988389015);104;943fa749-0e99-6ede-1970-98fc2c1cf204;0b53250aaebef3cf;2020;191.1501189758438;0.06828425685906943;841445.7134931234;6459734.81470925
Point (666683.29787320713512599 6231008.40789945516735315);106;a566fb25-6663-25f1-5a50-f26612c62efd;9950c22737a118b0;2020;199.1291958025849;0.06356546859371527;666683.2978732071;6231008.407899455
Point (664702.2481905814493075 6230153.45135780423879623);107;5494f491-a92b-6366-b6aa-4f7f0f2bbba5;778efb764234e976;2020;194.44618272419942;0.10368444994109527;664702.2481905814;6230153.451357804
Point (666746.60157149040605873 6231035.523065778426826);108;94bd8446-d4bd-1589-4af9-75ffe2c29557;9950c22737a118b0;2020;198.2978519081964;0.05528913634884069;666746.6015714904;6231035.523065778
Point (666694.93142519518733025 6231009.46163580659776926);109;0ce550ee-f748-0435-9924-b98fb1e5af38;9950c22737a118b0;2020;199.04401102031318;0.05613304860318807;666694.9314251952;6231009.461635807
Point (664821.19229796796571463 6230187.89607934653759003);110;eebe29b3-4cb8-577b-f7c4-17ec84bc1ad8;778efb764234e976;2020;190.81735677869668;0.08521778995318548;664821.192297968;6230187.896079347
Point (666654.10583754384424537 6231073.15567355509847403);111;4197d620-2591-c139-b169-0af2d3422e1c;778efb764234e976;2020;200.70255722235635;0.058386032156685495;666654.1058375438;6231073.155673555
Point (664734.68092769989743829 6230189.19249121192842722);112;2eae90c4-058d-e185-3668-ca50a8397a87;778efb764234e976;2020;193.08950314934873;0.09795312102968129;664734.6809276999;6230189.192491212
Point (664700.71289390488527715 6230169.28768927976489067);113;feec166d-25e3-46ce-ce4d-968b6141990f;778efb764234e976;2020;192.2529658632173;0.10282895673281875;664700.7128939049;6230169.28768928
Point (687188.36866179492790252 6227960.39813275169581175);114;bfcc9470-fba6-3776-d84a-782dbcae5a8b;29ff46b8-31eb-456e-9cec-147fb6e7e941;2020;350;0.002197484477579865;687188.3686617949;6227960.398132752
Point (665063.24204221542458981 6230275.57441321015357971);115;83a15fcd-7537-5867-0673-645a13797620;778efb764234e976;2020;191.38593049558182;0.0882630482372715;665063.2420422154;6230275.57441321
Point (666655.91699594596866518 6231086.02578072901815176);116;deac5161-4cf2-b906-91c5-a6b8865346cd;778efb764234e976;2020;203.4428482421956;0.06109764943778669;666655.916995946;6231086.025780729
Point (664708.55270965595263988 6230190.81871126871556044);117;79b29530-a0e6-73ea-47de-58f7db87dc48;778efb764234e976;2020;193.95116689928966;0.10614780806629869;664708.552709656;6230190.818711269
Point (666656.62331650103442371 6231050.94034573994576931);118;b252fbac-0eac-0856-5487-f8bea0acc435;9950c22737a118b0;2020;200.56513266826153;0.05727788023180897;666656.623316501;6231050.94034574
Point (840568.19624053384177387 6455886.00655318237841129);119;4aa3c1b2-e1d8-e3bf-3f17-582e6071cf13;0b53250aaebef3cf;2020;192.3273731451597;0.10693968983065413;840568.1962405338;6455886.006553182
Point (666697.19104850210715085 6231031.02061524894088507);120;45eebdd1-d462-489d-6fdd-3ab6c318d1b3;9950c22737a118b0;2020;197.31429844527528;0.05810955922536316;666697.1910485021;6231031.020615249
Point (666677.41572559427004308 6231065.25834315828979015);121;1254e17a-849d-56e0-f8a0-ca79cee5c6ff;778efb764234e976;2020;200.40395742128555;0.05773903974532765;666677.4157255943;6231065.258343158
Point (666648.67448270821478218 6231033.98443135898560286);122;afb2c489-eda5-2614-7267-5fec38c2c70e;9950c22737a118b0;2020;199.52786686235257;0.0644282167234085;666648.6744827082;6231033.984431359
Point (884422.61950300051830709 6289345.88468942325562239);123;3a4341b5-2030-5568-092f-8739bf9ed7d9;7fce009e34c197b2;2020;189.38866691369984;0.0715109450088047;884422.6195030005;6289345.884689423
Point (836806.27385377953760326 6327443.20682488847523928);125;521af803-76ba-5380-c312-543537d0cc7b;29e39cf4-27a1-44d2-b8dd-08f0d87809d1;2020;183.5670646899003;0.06070801049059777;836806.2738537795;6327443.2068248885
Point (666716.43498653406277299 6231061.01547053549438715);126;ebb49e1e-ca79-5b3b-e0f9-054a0839df26;778efb764234e976;2020;199.39141535165908;0.05362764613466311;666716.4349865341;6231061.0154705355
Point (666713.15708428365178406 6231014.05691787879914045);127;0d747ad7-5742-c951-e797-fcbfcd5858b3;9950c22737a118b0;2020;199.14379959783997;0.058350374819787554;666713.1570842837;6231014.056917879
Point (664776.93292145780287683 6230178.21532550547271967);128;1988ad5a-b7b1-d7fb-c140-00f42a9d5ef1;778efb764234e976;2020;194.95050006759172;0.10683417987416402;664776.9329214578;6230178.2153255055
Point (664699.31916864041704684 6230182.5365134235471487);129;fa47b670-6dc5-fdde-3e4d-51558641583f;778efb764234e976;2020;194.23577321020963;0.09601855713829288;664699.3191686404;6230182.536513424
Point (840088.36640323628671467 6457149.73814948555082083);130;5262b156-2291-5202-d0dd-9301d21a9841;0b53250aaebef3cf;2020;209.016135130642;0.06694200890551313;840088.3664032363;6457149.738149486
Point (664749.86489076248835772 6230192.4570257319137454);131;479d0933-bf55-ba17-91c1-95d342d7bd52;778efb764234e976;2020;193.79050675935744;0.10706124327834937;664749.8648907625;6230192.457025732
Point (666722.0616426047636196 6231023.21929822489619255);132;726db066-2679-6cd8-8dc8-3a6d3b7a20fe;9950c22737a118b0;2020;198.81906043706908;0.053964682079372855;666722.0616426048;6231023.219298225
Point (666659.95849281630944461 6231033.93324543442577124);133;cf679595-f125-4760-b5d9-1c11848f5b76;9950c22737a118b0;2020;199.23073918486543;0.056318613543915194;666659.9584928163;6231033.933245434
Point (666743.51519789884332567 6231015.4765741303563118);134;99a3246c-d8d8-0db6-40fd-4d52cbc1f0fc;9950c22737a118b0;2020;197.4351233817832;0.0561924482161989;666743.5151978988;6231015.47657413
Point (666729.39189876697491854 6231012.74272167589515448);135;5e3bb038-f729-f89b-d2cf-b329f66fb795;9950c22737a118b0;2020;199.64404310497238;0.06607964506968689;666729.391898767;6231012.742721676
Point (664715.20598830352537334 6230184.26479553803801537);137;e98a598c-7071-6d2d-af56-233fd0f39c76;778efb764234e976;2020;191.31305491791122;0.0989612362865941;664715.2059883035;6230184.264795538
Point (840597.9893457698635757 6461951.35913892649114132);138;d4673ce3-fe80-4508-8205-37fba56a9be1;0b53250aaebef3cf;2020;219.0084293751721;0.06035242471109769;840597.9893457699;6461951.3591389265
Point (788251.53089973900932819 6308436.17376263346523046);139;b4722b58-c4f9-28de-07ae-53b25629fdeb;e4b46f9a-4c61-4869-ad2f-db3be4e2cb4e;2020;294.40862347407324;0.010699323151051116;788251.530899739;6308436.173762633
Point (666727.16134062130004168 6231041.53487494960427284);140;174d2b78-43bd-ba2e-6d4a-cc0822f90ac7;9950c22737a118b0;2020;198.98338672427923;0.05269696473362021;666727.1613406213;6231041.53487495
Point (666713.38906081533059478 6230997.14016474131494761);142;858654a8-4f2a-93e6-8170-0f169a46765d;9950c22737a118b0;2020;198.1855865714851;0.056247597210275696;666713.3890608153;6230997.140164741
Point (920040.70995426690205932 6283421.74180854391306639);143;474ebd15-43be-ceae-e0de-e5d5a239a56d;cf8fd77a-2410-44cd-8285-cbbdc4fd3728;2020;214.0209708005985;0.061038975775142945;920040.7099542669;6283421.741808544
Point (708990.81292230763938278 6230147.36866332869976759);144;99797f83-fdd1-349a-1690-7cab1585bfb6;29ff46b8-31eb-456e-9cec-147fb6e7e941;2020;226.88585933411053;0.06548018491177364;708990.8129223076;6230147.368663329
Point (925901.04535415780264884 6235950.10094040539115667);145;d6c5393a-422c-49eb-41d9-48dc204b0bd5;8da5a611-e3f0-4eca-9848-8130fb50e403;2020;205.1273499426308;0.09011400288280821;925901.0453541578;6235950.100940405
Point (664753.2826500644441694 6230186.03586657997220755);146;2b850f13-3fe9-26cf-41a9-9de730cfceba;778efb764234e976;2020;193.28839245251098;0.09983292671921153;664753.2826500644;6230186.03586658
Point (664692.2584106830181554 6230184.15692149009555578);147;f160838f-11b3-86c7-2bd7-1d74f2cfe374;778efb764234e976;2020;194.00663284475527;0.11493691107821465;664692.258410683;6230184.15692149
Point (664920.68517369555775076 6230268.3689721031114459);148;cb074fc6-f4ec-73a2-1e45-8e46b34dd6dd;778efb764234e976;2020;192.40951749125858;0.10153844530556319;664920.6851736956;6230268.368972103
Point (709495.00494289409834892 6229853.93653079867362976);149;b0e5aa60-b616-cb8d-3d0c-fb306705312f;29ff46b8-31eb-456e-9cec-147fb6e7e941;2020;227.87980151978206;0.06029902379042938;709495.0049428941;6229853.936530799
Point (687123.27136111445724964 6227963.78854934498667717);150;9e3ca2b1-2cc9-a61f-5ced-abddebb726fe;29ff46b8-31eb-456e-9cec-147fb6e7e941;2020;230.7607990694504;0.017549558913819485;687123.2713611145;6227963.788549345
